SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_IN_PERIOD,NB_OF_BILLS,TOTAL_BILLS
13222_GEO (0234BB),2019-01-09,2019-09-30,1 506,"237,12",264,35,35
13222_GEO (0234BB),2019-01-10,2019-10-31,1 829,"283,87",294,35,35
13222_GEO (0234BB),2019-01-11,2019-11-30,1 784,"277,28",323,35,35
13222_GEO (0234BB),2019-01-12,2019-12-31,1 922,"297,22",353,35,35
13222_GEO (0234BB),2020-01-01,2020-01-31,1 919,"322,11",30,35,35
13222_GEO (0234BB),2020-01-02,2020-02-29,1 790,"301,82",58,35,35
13222_GEO (0234BB),2020-01-03,2020-03-31,1 901,"319,34",88,35,35
13222_GEO (0234BB),2020-01-04,2020-04-30,1 865,"313,61",117,35,35
13222_GEO (0234BB),2020-01-05,2020-05-31,1 934,"324,46",147,35,35
13222_GEO (0234BB),2020-01-06,2020-06-30,1 938,"325,09",176,35,35
13222_GEO (0234BB),2020-01-07,2020-07-31,2 001,"334,99",206,35,35
13222_GEO (0234BB),2020-01-08,2020-08-31,2 033,"340,03",236,35,35
13222_GEO (0234BB),2020-01-09,2020-09-30,1 935,"324,62",265,35,35
13222_GEO (0234BB),2020-01-10,2020-10-31,1 991,"333,43",295,35,35
13222_GEO (0234BB),2020-01-11,2020-11-30,1 910,"320,69",324,35,35
13223_GEO (0234BR),2018-01-01,2018-06-20,3 828,"518,82",170,3,3
13223_GEO (0234BR),2018-06-21,2018-12-31,4 625,"618,62",193,3,3
13223_GEO (0234BR),2019-01-01,2019-12-31,8 190,"1 092,87",364,3,3
13224_GEO (0234KO),2018-01-01,2018-12-31,8 473,"1 162,79",364,2,2
13224_GEO (0234KO),2019-01-01,2019-12-31,7 686,"1 010,85",364,2,2
13225_GEO (0235BB),2018-01-01,2018-12-31,33 950,"4 563,06",364,24,24
13225_GEO (0235BB),2019-01-01,2019-01-31,2 724,"353,32",30,24,24
13225_GEO (0235BB),2019-01-02,2019-02-28,2 467,"308,72",57,24,24
13225_GEO (0235BB),2019-01-03,2019-03-31,2 728,"340,20",87,24,24
13225_GEO (0235BB),2019-01-04,2019-04-30,2 670,"333,04",116,24,24
13225_GEO (0235BB),2019-01-05,2019-05-31,2 796,"348,24",146,24,24
13225_GEO (0235BB),2019-01-06,2019-06-30,2 880,"358,55",175,24,24
13225_GEO (0235BB),2019-01-07,2019-07-31,2 800,"348,74",205,24,24
13225_GEO (0235BB),2019-01-08,2019-08-31,2 772,"345,43",235,24,24
13225_GEO (0235BB),2019-01-09,2019-09-30,2 761,"343,74",264,24,24
13225_GEO (0235BB),2019-01-10,2019-10-31,2 760,"343,33",294,24,24
13225_GEO (0235BB),2019-01-11,2019-11-30,2 592,"323,04",323,24,24
13225_GEO (0235BB),2019-01-12,2019-12-31,2 655,"330,43",353,24,24
13225_GEO (0235BB),2020-01-01,2020-01-31,2 637,"377,71",30,24,24
13225_GEO (0235BB),2020-01-02,2020-02-29,2 467,"354,12",58,24,24
13225_GEO (0235BB),2020-01-03,2020-03-31,2 637,"379,91",88,24,24
13225_GEO (0235BB),2020-01-04,2020-04-30,2 627,"379,05",117,24,24
13225_GEO (0235BB),2020-01-05,2020-05-31,2 757,"396,76",147,24,24
13225_GEO (0235BB),2020-01-06,2020-06-30,2 777,"399,29",176,24,24
13225_GEO (0235BB),2020-01-07,2020-07-31,2 939,"420,90",206,24,24
13225_GEO (0235BB),2020-01-08,2020-08-31,2 947,"420,75",236,24,24
13225_GEO (0235BB),2020-01-09,2020-09-30,2 794,"399,75",265,24,24
13225_GEO (0235BB),2020-01-10,2020-10-31,2 766,"395,67",295,24,24
13225_GEO (0235BB),2020-01-11,2020-11-30,2 649,"367,52",324,24,24
13226_GEO (0235BR),2018-01-01,2018-03-31,7 459,"912,24",89,11,11
13226_GEO (0235BR),2018-01-04,2018-06-30,7 369,"927,76",177,11,11
13226_GEO (0235BR),2018-01-07,2018-09-30,7 010,"914,10",266,11,11
13226_GEO (0235BR),2018-01-10,2018-12-31,6 335,"800,74",355,11,11
13226_GEO (0235BR),2019-01-01,2019-03-31,7 400,"1 061,90",89,11,11
13226_GEO (0235BR),2019-01-04,2019-06-30,6 994,"1 022,52",177,11,11
13226_GEO (0235BR),2019-01-07,2019-09-30,7 372,"1 114,65",266,11,11
13226_GEO (0235BR),2019-01-10,2019-12-31,6 237,"897,50",355,11,11
13226_GEO (0235BR),2020-01-01,2020-03-31,7 856,"1 121,05",90,11,11
13226_GEO (0235BR),2020-01-04,2020-06-30,6 577,"991,81",178,11,11
13226_GEO (0235BR),2020-01-07,2020-09-30,7 292,"1 079,95",267,11,11
13228_GEO (0235KO),2018-01-01,2018-01-31,1 735,"215,04",30,35,35
13228_GEO (0235KO),2018-01-02,2018-02-28,1 564,"194,44",57,35,35
13228_GEO (0235KO),2018-01-03,2018-03-31,1 715,"212,63",87,35,35
13228_GEO (0235KO),2018-01-04,2018-04-30,1 656,"205,52",116,35,35
13228_GEO (0235KO),2018-01-05,2018-05-31,1 732,"214,68",146,35,35
13228_GEO (0235KO),2018-01-06,2018-06-30,1 701,"210,94",175,35,35
13228_GEO (0235KO),2018-01-07,2018-07-31,1 765,"218,78",205,35,35
13228_GEO (0235KO),2018-01-08,2018-08-31,1 782,"220,83",235,35,35
13228_GEO (0235KO),2018-01-09,2018-09-30,1 655,"206,82",264,35,35
13228_GEO (0235KO),2018-01-10,2018-10-31,1 858,"231,45",294,35,35
13228_GEO (0235KO),2018-01-11,2018-11-30,1 953,"242,98",323,35,35
13228_GEO (0235KO),2018-01-12,2018-12-31,2 034,"252,81",353,35,35
13228_GEO (0235KO),2019-01-01,2019-01-31,2 020,"275,98",30,35,35
13228_GEO (0235KO),2019-01-02,2019-02-28,1 796,"246,05",57,35,35
13228_GEO (0235KO),2019-01-03,2019-03-31,1 969,"269,17",87,35,35
13228_GEO (0235KO),2019-01-04,2019-04-30,1 832,"250,86",116,35,35
13228_GEO (0235KO),2019-01-05,2019-05-31,1 803,"246,99",146,35,35
13228_GEO (0235KO),2019-01-06,2019-06-30,1 766,"242,04",175,35,35
13228_GEO (0235KO),2019-01-07,2019-07-31,1 809,"247,79",205,35,35
13228_GEO (0235KO),2019-01-08,2019-08-31,1 828,"250,33",235,35,35
13228_GEO (0235KO),2019-01-09,2019-09-30,1 737,"238,17",264,35,35
13228_GEO (0235KO),2019-01-10,2019-10-31,1 785,"244,58",294,35,35
13228_GEO (0235KO),2019-01-11,2019-11-30,1 760,"241,24",323,35,35
13228_GEO (0235KO),2019-01-12,2019-12-31,1 820,"249,26",353,35,35
13228_GEO (0235KO),2020-01-01,2020-01-31,1 810,"246,59",30,35,35
13228_GEO (0235KO),2020-01-02,2020-02-29,1 745,"237,98",58,35,35
13228_GEO (0235KO),2020-01-03,2020-03-31,1 815,"247,25",88,35,35
13228_GEO (0235KO),2020-01-04,2020-04-30,1 787,"243,54",117,35,35
13228_GEO (0235KO),2020-01-05,2020-05-31,1 867,"254,14",147,35,35
13228_GEO (0235KO),2020-01-06,2020-06-30,1 833,"249,63",176,35,35
13228_GEO (0235KO),2020-01-07,2020-07-31,1 937,"263,41",206,35,35
13228_GEO (0235KO),2020-01-08,2020-08-31,1 965,"267,12",236,35,35
13228_GEO (0235KO),2020-01-09,2020-09-30,1 922,"261,43",265,35,35
13228_GEO (0235KO),2020-01-10,2020-10-31,1 993,"270,83",295,35,35
13228_GEO (0235KO),2020-01-11,2020-11-30,1 911,"259,97",324,35,35
13229_GEO (0236BB),2018-01-01,2018-12-31,19 856,"2 774,39",364,2,2
13229_GEO (0236BB),2019-01-01,2019-12-31,19 971,"2 711,08",364,2,2
13230_GEO (0236BR),2018-01-01,2018-01-31,3 228,"355,58",30,35,35
13230_GEO (0236BR),2018-01-02,2018-02-28,2 939,"324,95",57,35,35
13230_GEO (0236BR),2018-01-03,2018-03-31,3 258,"358,67",87,35,35
13230_GEO (0236BR),2018-01-04,2018-04-30,3 334,"365,93",116,35,35
13230_GEO (0236BR),2018-01-05,2018-05-31,3 545,"386,65",146,35,35
13230_GEO (0236BR),2018-01-06,2018-06-30,3 439,"374,61",175,35,35
13230_GEO (0236BR),2018-01-07,2018-07-31,3 588,"390,10",205,35,35
13230_GEO (0236BR),2018-01-08,2018-08-31,3 638,"395,14",235,35,35
13230_GEO (0236BR),2018-01-09,2018-09-30,3 376,"371,45",264,35,35
13230_GEO (0236BR),2018-01-10,2018-10-31,3 378,"373,09",294,35,35
13230_GEO (0236BR),2018-01-11,2018-11-30,3 240,"358,78",323,35,35
13230_GEO (0236BR),2018-01-12,2018-12-31,3 357,"371,39",353,35,35
13230_GEO (0236BR),2019-01-01,2019-01-31,3 294,"356,67",30,35,35
13230_GEO (0236BR),2019-01-02,2019-02-28,2 992,"324,90",57,35,35
13230_GEO (0236BR),2019-01-03,2019-03-31,3 376,"364,07",87,35,35
13230_GEO (0236BR),2019-01-04,2019-04-30,3 239,"349,63",116,35,35
13230_GEO (0236BR),2019-01-05,2019-05-31,3 341,"360,29",146,35,35
13230_GEO (0236BR),2019-01-06,2019-06-30,3 425,"366,94",175,35,35
13230_GEO (0236BR),2019-01-07,2019-07-31,3 522,"377,12",205,35,35
13230_GEO (0236BR),2019-01-08,2019-08-31,3 520,"376,84",235,35,35
13230_GEO (0236BR),2019-01-09,2019-09-30,3 300,"355,22",264,35,35
13230_GEO (0236BR),2019-01-10,2019-10-31,3 353,"361,29",294,35,35
13230_GEO (0236BR),2019-01-11,2019-11-30,3 194,"345,32",323,35,35
13230_GEO (0236BR),2019-01-12,2019-12-31,3 271,"353,67",353,35,35
13230_GEO (0236BR),2020-01-01,2020-01-31,3 253,"418,35",30,35,35
13230_GEO (0236BR),2020-01-02,2020-02-29,3 003,"387,07",58,35,35
13230_GEO (0236BR),2020-01-03,2020-03-31,3 212,"410,77",88,35,35
13230_GEO (0236BR),2020-01-04,2020-04-30,2 872,"369,51",117,35,35
13230_GEO (0236BR),2020-01-05,2020-05-31,3 060,"392,74",147,35,35
13230_GEO (0236BR),2020-01-06,2020-06-30,3 066,"393,02",176,35,35
13230_GEO (0236BR),2020-01-07,2020-07-31,3 301,"421,74",206,35,35
13230_GEO (0236BR),2020-01-08,2020-08-31,3 339,"426,37",236,35,35
13230_GEO (0236BR),2020-01-09,2020-09-30,3 190,"408,14",265,35,35
13230_GEO (0236BR),2020-01-10,2020-10-31,3 341,"426,64",295,35,35
13230_GEO (0236BR),2020-01-11,2020-11-30,3 365,"415,29",324,35,35
13231_GEO (0236KO),2018-01-01,2018-01-31,2 475,"304,20",30,35,35
13231_GEO (0236KO),2018-01-02,2018-02-28,2 257,"277,93",57,35,35
13231_GEO (0236KO),2018-01-03,2018-03-31,2 486,"305,52",87,35,35
13231_GEO (0236KO),2018-01-04,2018-04-30,2 410,"296,37",116,35,35
13231_GEO (0236KO),2018-01-05,2018-05-31,2 499,"307,09",146,35,35
13231_GEO (0236KO),2018-01-06,2018-06-30,2 424,"298,05",175,35,35
13231_GEO (0236KO),2018-01-07,2018-07-31,2 567,"315,46",205,35,35
13231_GEO (0236KO),2018-01-08,2018-08-31,2 581,"317,15",235,35,35
13231_GEO (0236KO),2018-01-09,2018-09-30,2 425,"300,25",264,35,35
13231_GEO (0236KO),2018-01-10,2018-10-31,2 941,"366,76",294,35,35
13231_GEO (0236KO),2018-01-11,2018-11-30,3 469,"438,69",323,35,35
13231_GEO (0236KO),2018-01-12,2018-12-31,3 787,"476,53",353,35,35
13231_GEO (0236KO),2019-01-01,2019-01-31,3 793,"523,49",30,35,35
13231_GEO (0236KO),2019-01-02,2019-02-28,3 343,"452,75",57,35,35
13231_GEO (0236KO),2019-01-03,2019-03-31,3 539,"488,82",87,35,35
13231_GEO (0236KO),2019-01-04,2019-04-30,3 330,"451,02",116,35,35
13231_GEO (0236KO),2019-01-05,2019-05-31,3 437,"465,31",146,35,35
13231_GEO (0236KO),2019-01-06,2019-06-30,3 347,"459,64",175,35,35
13231_GEO (0236KO),2019-01-07,2019-07-31,3 438,"465,45",205,35,35
13231_GEO (0236KO),2019-01-08,2019-08-31,3 440,"465,72",235,35,35
13231_GEO (0236KO),2019-01-09,2019-09-30,3 305,"459,78",264,35,35
13231_GEO (0236KO),2019-01-10,2019-10-31,3 494,"485,57",294,35,35
13231_GEO (0236KO),2019-01-11,2019-11-30,3 514,"485,66",323,35,35
13231_GEO (0236KO),2019-01-12,2019-12-31,3 759,"511,98",353,35,35
13231_GEO (0236KO),2020-01-01,2020-01-31,3 758,"508,73",30,35,35
13231_GEO (0236KO),2020-01-02,2020-02-29,3 443,"467,00",58,35,35
13231_GEO (0236KO),2020-01-03,2020-03-31,3 602,"488,06",88,35,35
13231_GEO (0236KO),2020-01-04,2020-04-30,3 326,"451,50",117,35,35
13231_GEO (0236KO),2020-01-05,2020-05-31,3 411,"462,76",147,35,35
13231_GEO (0236KO),2020-01-06,2020-06-30,3 324,"451,23",176,35,35
13231_GEO (0236KO),2020-01-07,2020-07-31,3 445,"467,26",206,35,35
13231_GEO (0236KO),2020-01-08,2020-08-31,3 452,"468,19",236,35,35
13231_GEO (0236KO),2020-01-09,2020-09-30,3 315,"450,04",265,35,35
13231_GEO (0236KO),2020-01-10,2020-10-31,3 431,"465,41",295,35,35
13231_GEO (0236KO),2020-01-11,2020-11-30,3 152,"428,45",324,35,35
13232_GEO (0237BB),2018-01-01,2018-12-31,11 844,"1 757,40",364,2,2
13232_GEO (0237BB),2019-01-01,2019-12-31,22 968,"3 065,44",364,2,2
13234_GEO (0237BR),2018-01-01,2018-01-28,1 473,"177,43",27,5,5
13234_GEO (0237BR),2018-01-29,2018-10-15,9 028,"1 169,25",259,5,5
13234_GEO (0237BR),2018-10-16,2018-12-31,10 560,"1 176,31",76,5,5
13234_GEO (0237BR),2019-01-01,2019-12-31,23 945,"2 770,67",364,5,5
13234_GEO (0237BR),2020-01-01,2020-10-27,18 392,"2 510,47",300,5,5
13235_GEO (0237KO),2018-01-01,2018-03-31,2 106,"299,85",89,10,10
13235_GEO (0237KO),2018-01-04,2018-06-30,2 080,"296,15",177,10,10
13235_GEO (0237KO),2018-01-07,2018-09-30,2 212,"314,94",266,10,10
13235_GEO (0237KO),2018-01-10,2018-12-31,2 776,"395,25",355,10,10
13235_GEO (0237KO),2019-01-01,2019-03-31,4 118,"586,32",89,10,10
13235_GEO (0237KO),2019-01-04,2019-06-30,4 220,"600,84",177,10,10
13235_GEO (0237KO),2019-01-07,2019-09-30,3 533,"503,03",266,10,10
13235_GEO (0237KO),2019-01-10,2019-12-31,3 811,"542,61",355,10,10
13235_GEO (0237KO),2020-01-01,2020-06-30,7 862,"1 119,39",181,10,10
13235_GEO (0237KO),2020-01-07,2020-09-30,4 245,"604,40",267,10,10
13236_GEO (0238BB),2017-01-10,2018-02-01,191,"18,75",387,12,12
13236_GEO (0238BB),2018-02-01,2018-03-04,8 756,"910,62",31,12,12
13236_GEO (0238BB),2018-03-04,2018-03-07,9 284,"965,54",3,12,12
13236_GEO (0238BB),2018-04-07,2018-01-10,7 974,"829,30",-87,12,12
13236_GEO (0238BB),2018-01-10,2018-12-31,7 326,"723,83",355,12,12
13236_GEO (0238BB),2019-01-01,2019-03-31,6 544,"719,97",89,12,12
13236_GEO (0238BB),2019-01-04,2019-02-07,7 019,"729,98",34,12,12
13236_GEO (0238BB),2019-03-07,2019-09-30,7 000,"770,00",207,12,12
13236_GEO (0238BB),2019-01-10,2019-12-31,6 700,"737,00",355,12,12
13236_GEO (0238BB),2020-01-01,2020-03-31,5 722,"652,31",90,12,12
13236_GEO (0238BB),2020-01-04,2020-06-30,11 037,"1 258,22",178,12,12
13236_GEO (0238BB),2020-06-30,2020-09-30,6 833,"778,96",92,12,12
13237_GEO (0238BR),2018-01-01,2018-01-31,3 114,"334,44",30,34,34
13237_GEO (0238BR),2018-01-02,2018-02-28,2 066,"224,37",57,34,34
13237_GEO (0238BR),2018-01-03,2018-03-31,2 104,"231,44",87,34,34
13237_GEO (0238BR),2018-01-04,2018-04-30,2 578,"282,81",116,34,34
13237_GEO (0238BR),2018-01-05,2018-05-31,2 361,"258,29",146,34,34
13237_GEO (0238BR),2018-01-06,2018-06-30,2 091,"230,64",175,34,34
13237_GEO (0238BR),2018-01-07,2018-07-31,2 683,"298,08",205,34,34
13237_GEO (0238BR),2018-01-08,2018-08-31,2 272,"249,47",235,34,34
13237_GEO (0238BR),2018-01-09,2018-09-30,2 055,"228,72",264,34,34
13237_GEO (0238BR),2018-01-10,2018-10-31,2 622,"286,06",294,34,34
13237_GEO (0238BR),2018-01-11,2018-11-30,3 215,"348,83",323,34,34
13237_GEO (0238BR),2018-01-12,2018-12-31,3 275,"360,25",353,34,34
13237_GEO (0238BR),2019-01-01,2019-01-31,2 131,"228,87",30,34,34
13237_GEO (0238BR),2019-01-02,2019-02-28,2 632,"286,89",57,34,34
13237_GEO (0238BR),2019-01-03,2019-03-31,2 397,"258,40",87,34,34
13237_GEO (0238BR),2019-01-04,2019-04-30,3 084,"334,00",116,34,34
13237_GEO (0238BR),2019-01-05,2019-06-30,5 435,"590,24",176,34,34
13237_GEO (0238BR),2019-01-07,2019-07-31,3 686,"398,46",205,34,34
13237_GEO (0238BR),2019-01-08,2019-08-31,2 495,"270,71",235,34,34
13237_GEO (0238BR),2019-01-09,2019-09-30,1 858,"204,01",264,34,34
13237_GEO (0238BR),2019-01-10,2019-10-31,2 781,"298,12",294,34,34
13237_GEO (0238BR),2019-01-11,2019-11-30,2 658,"286,27",323,34,34
13237_GEO (0238BR),2019-01-12,2019-12-31,2 485,"268,88",353,34,34
13237_GEO (0238BR),2020-01-01,2020-01-31,2 626,"277,83",30,34,34
13237_GEO (0238BR),2020-01-02,2020-02-29,2 563,"272,19",58,34,34
13237_GEO (0238BR),2020-01-03,2020-03-31,2 300,"253,00",88,34,34
13237_GEO (0238BR),2020-01-04,2020-04-30,2 865,"324,60",117,34,34
13237_GEO (0238BR),2020-01-05,2020-05-31,1 962,"222,69",147,34,34
13237_GEO (0238BR),2020-01-06,2020-06-30,2 230,"250,65",176,34,34
13237_GEO (0238BR),2020-01-07,2020-07-31,2 596,"282,70",206,34,34
13237_GEO (0238BR),2020-01-08,2020-08-31,2 693,"298,92",236,34,34
13237_GEO (0238BR),2020-01-09,2020-09-30,2 200,"241,56",265,34,34
13237_GEO (0238BR),2020-01-10,2020-10-31,2 742,"297,51",295,34,34
13237_GEO (0238BR),2020-01-11,2020-11-30,2 311,"253,52",324,34,34
13238_GEO (0238KO),2018-01-01,2018-01-31,2 066,"256,72",30,35,35
13238_GEO (0238KO),2018-01-02,2018-02-28,1 881,"234,43",57,35,35
13238_GEO (0238KO),2018-01-03,2018-03-31,2 080,"258,41",87,35,35
13238_GEO (0238KO),2018-01-04,2018-04-30,2 079,"258,29",116,35,35
13238_GEO (0238KO),2018-01-05,2018-05-31,2 226,"276,00",146,35,35
13238_GEO (0238KO),2018-01-06,2018-06-30,2 188,"271,42",175,35,35
13238_GEO (0238KO),2018-01-07,2018-07-31,2 293,"284,23",205,35,35
13238_GEO (0238KO),2018-01-08,2018-08-31,2 303,"285,44",235,35,35
13238_GEO (0238KO),2018-01-09,2018-09-30,2 129,"266,13",264,35,35
13238_GEO (0238KO),2018-01-10,2018-10-31,2 101,"262,74",294,35,35
13238_GEO (0238KO),2018-01-11,2018-11-30,2 014,"252,18",323,35,35
13238_GEO (0238KO),2018-01-12,2018-12-31,2 066,"258,49",353,35,35
13238_GEO (0238KO),2019-01-01,2019-01-31,2 073,"284,88",30,35,35
13238_GEO (0238KO),2019-01-02,2019-02-28,1 868,"257,49",57,35,35
13238_GEO (0238KO),2019-01-03,2019-03-31,2 072,"284,75",87,35,35
13238_GEO (0238KO),2019-01-04,2019-04-30,2 031,"279,27",116,35,35
13238_GEO (0238KO),2019-01-05,2019-05-31,2 143,"294,24",146,35,35
13238_GEO (0238KO),2019-01-06,2019-06-30,2 258,"309,60",175,35,35
13238_GEO (0238KO),2019-01-07,2019-07-31,2 476,"338,73",205,35,35
13238_GEO (0238KO),2019-01-08,2019-08-31,2 448,"334,99",235,35,35
13238_GEO (0238KO),2019-01-09,2019-09-30,2 403,"328,98",264,35,35
13238_GEO (0238KO),2019-01-10,2019-10-31,2 561,"350,09",294,35,35
13238_GEO (0238KO),2019-01-11,2019-11-30,2 449,"335,12",323,35,35
13238_GEO (0238KO),2019-01-12,2019-12-31,2 497,"341,54",353,35,35
13238_GEO (0238KO),2020-01-01,2020-01-31,2 513,"341,76",30,35,35
13238_GEO (0238KO),2020-01-02,2020-02-29,2 507,"340,96",58,35,35
13238_GEO (0238KO),2020-01-03,2020-03-31,2 609,"354,47",88,35,35
13238_GEO (0238KO),2020-01-04,2020-04-30,2 513,"341,76",117,35,35
13238_GEO (0238KO),2020-01-05,2020-05-31,2 593,"352,36",147,35,35
13238_GEO (0238KO),2020-01-06,2020-06-30,2 553,"347,06",176,35,35
13238_GEO (0238KO),2020-01-07,2020-07-31,2 668,"362,29",206,35,35
13238_GEO (0238KO),2020-01-08,2020-08-31,2 732,"370,77",236,35,35
13238_GEO (0238KO),2020-01-09,2020-09-30,2 621,"356,06",265,35,35
13238_GEO (0238KO),2020-01-10,2020-10-31,2 678,"363,62",295,35,35
13238_GEO (0238KO),2020-01-11,2020-11-30,2 571,"340,59",324,35,35
13239_GEO (0239BB),2018-01-01,2018-01-31,1 586,"179,22",30,35,35
13239_GEO (0239BB),2018-01-02,2018-02-28,1 571,"177,52",57,35,35
13239_GEO (0239BB),2018-01-03,2018-03-31,1 852,"207,42",87,35,35
13239_GEO (0239BB),2018-01-04,2018-04-30,1 410,"160,74",116,35,35
13239_GEO (0239BB),2018-01-05,2018-05-31,1 681,"191,63",146,35,35
13239_GEO (0239BB),2018-01-06,2018-06-30,1 649,"189,64",175,35,35
13239_GEO (0239BB),2018-01-07,2018-07-31,1 613,"180,66",205,35,35
13239_GEO (0239BB),2018-01-08,2018-08-31,1 613,"182,27",235,35,35
13239_GEO (0239BB),2018-01-09,2018-09-30,1 596,"181,94",264,35,35
13239_GEO (0239BB),2018-01-10,2018-10-31,1 473,"166,45",294,35,35
13239_GEO (0239BB),2018-01-11,2018-11-30,1 400,"156,80",323,35,35
13239_GEO (0239BB),2018-01-12,2018-12-31,1 954,"228,62",353,35,35
13239_GEO (0239BB),2019-01-01,2019-01-31,1 651,"183,26",30,35,35
13239_GEO (0239BB),2019-01-02,2019-02-28,1 536,"172,03",57,35,35
13239_GEO (0239BB),2019-01-03,2019-03-31,1 683,"188,50",87,35,35
13239_GEO (0239BB),2019-01-04,2019-04-30,1 550,"175,15",116,35,35
13239_GEO (0239BB),2019-01-05,2019-05-31,1 713,"193,57",146,35,35
13239_GEO (0239BB),2019-01-06,2019-06-30,1 405,"157,36",175,35,35
13239_GEO (0239BB),2019-01-07,2019-07-31,1 761,"197,23",205,35,35
13239_GEO (0239BB),2019-01-08,2019-08-31,1 250,"138,75",235,35,35
13239_GEO (0239BB),2019-01-09,2019-09-30,1 441,"164,27",264,35,35
13239_GEO (0239BB),2019-01-10,2019-10-31,1 618,"186,07",294,35,35
13239_GEO (0239BB),2019-01-11,2019-11-12,2 552,"290,93",305,35,35
13239_GEO (0239BB),2019-12-13,2020-01-13,1 871,"218,91",31,35,35
13239_GEO (0239BB),2020-01-13,2020-01-31,1 555,"200,60",18,35,35
13239_GEO (0239BB),2020-01-02,2020-02-29,1 481,"194,01",58,35,35
13239_GEO (0239BB),2020-01-03,2020-10-04,1 481,"202,90",275,35,35
13239_GEO (0239BB),2020-01-04,2020-10-05,1 219,"198,70",275,35,35
13239_GEO (0239BB),2020-01-05,2020-05-31,1 760,"279,84",147,35,35
13239_GEO (0239BB),2020-02-06,2020-07-14,3 017,"443,50",159,35,35
13239_GEO (0239BB),2020-01-07,2020-07-08,1 466,"209,64",183,35,35
13239_GEO (0239BB),2020-01-08,2020-08-31,1 893,"272,59",236,35,35
13239_GEO (0239BB),2020-01-09,2020-09-10,1 978,"276,92",245,35,35
13239_GEO (0239BB),2020-10-10,2020-06-11,1 673,"240,90",-121,35,35
13239_GEO (0239BB),2020-07-11,2020-08-12,1 145,"164,92",32,35,35
13241_GEO (0239BR),2018-01-01,2018-01-31,3 035,"333,69",30,35,35
13241_GEO (0239BR),2018-01-02,2018-02-28,2 742,"302,35",57,35,35
13241_GEO (0239BR),2018-01-03,2018-03-31,3 067,"337,01",87,35,35
13241_GEO (0239BR),2018-01-04,2018-04-30,3 048,"334,40",116,35,35
13241_GEO (0239BR),2018-01-05,2018-05-31,3 188,"348,96",146,35,35
13241_GEO (0239BR),2018-01-06,2018-06-30,3 101,"339,47",175,35,35
13241_GEO (0239BR),2018-01-07,2018-07-31,3 197,"349,97",205,35,35
13241_GEO (0239BR),2018-01-08,2018-08-31,3 170,"347,15",235,35,35
13241_GEO (0239BR),2018-01-09,2018-09-30,2 946,"326,21",264,35,35
13241_GEO (0239BR),2018-01-10,2018-10-31,2 998,"332,27",294,35,35
13241_GEO (0239BR),2018-01-11,2018-11-30,2 885,"320,19",323,35,35
13241_GEO (0239BR),2018-01-12,2018-12-31,2 953,"327,72",353,35,35
13241_GEO (0239BR),2019-01-01,2019-01-31,2 973,"322,05",30,35,35
13241_GEO (0239BR),2019-01-02,2019-02-28,2 729,"296,08",57,35,35
13241_GEO (0239BR),2019-01-03,2019-03-31,3 040,"328,68",87,35,35
13241_GEO (0239BR),2019-01-04,2019-04-30,2 964,"320,48",116,35,35
13241_GEO (0239BR),2019-01-05,2019-05-31,3 080,"332,64",146,35,35
13241_GEO (0239BR),2019-01-06,2019-06-30,3 148,"338,92",175,35,35
13241_GEO (0239BR),2019-01-07,2019-07-31,3 225,"347,04",205,35,35
13241_GEO (0239BR),2019-01-08,2019-08-31,3 246,"349,15",235,35,35
13241_GEO (0239BR),2019-01-09,2019-09-30,3 212,"345,75",264,35,35
13241_GEO (0239BR),2019-01-10,2019-10-31,3 332,"358,79",294,35,35
13241_GEO (0239BR),2019-01-11,2019-11-30,3 179,"342,77",323,35,35
13241_GEO (0239BR),2019-01-12,2019-12-31,3 154,"338,65",353,35,35
13241_GEO (0239BR),2020-01-01,2020-01-31,3 101,"396,37",30,35,35
13241_GEO (0239BR),2020-01-02,2020-02-29,2 942,"376,25",58,35,35
13241_GEO (0239BR),2020-01-03,2020-03-31,3 129,"397,65",88,35,35
13241_GEO (0239BR),2020-01-04,2020-04-30,3 033,"385,60",117,35,35
13241_GEO (0239BR),2020-01-05,2020-05-31,3 148,"399,81",147,35,35
13241_GEO (0239BR),2020-01-06,2020-06-30,3 099,"393,45",176,35,35
13241_GEO (0239BR),2020-01-07,2020-07-31,3 318,"420,13",206,35,35
13241_GEO (0239BR),2020-01-08,2020-08-31,3 430,"433,78",236,35,35
13241_GEO (0239BR),2020-01-09,2020-09-30,3 151,"399,83",265,35,35
13241_GEO (0239BR),2020-01-10,2020-10-31,3 148,"400,02",295,35,35
13241_GEO (0239BR),2020-01-11,2020-11-30,2 998,"381,54",324,35,35
13242_GEO (0239KO),2018-01-01,2018-01-31,2 540,"312,03",30,35,35
13242_GEO (0239KO),2018-01-02,2018-02-28,2 263,"278,66",57,35,35
13242_GEO (0239KO),2018-01-03,2018-03-31,2 581,"316,97",87,35,35
13242_GEO (0239KO),2018-01-04,2018-04-30,2 826,"346,49",116,35,35
13242_GEO (0239KO),2018-01-05,2018-05-31,3 087,"377,93",146,35,35
13242_GEO (0239KO),2018-01-06,2018-06-30,3 114,"381,19",175,35,35
13242_GEO (0239KO),2018-01-07,2018-07-31,3 282,"413,78",205,35,35
13242_GEO (0239KO),2018-01-08,2018-08-31,3 420,"418,29",235,35,35
