SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,DAYS_IN_PERIOD,NB_OF_BILLS,TOTAL_BILLS
12345_GEO (0001BB),2018-01-01,2018-01-31,2 447,"316,46",30,35,35
12345_GEO (0001BB),2018-01-02,2018-02-28,2 211,"286,82",57,35,35
12345_GEO (0001BB),2018-01-03,2018-03-31,2 450,"317,32",87,35,35
12345_GEO (0001BB),2018-01-04,2018-04-30,2 431,"315,00",116,35,35
12345_GEO (0001BB),2018-01-05,2018-05-31,2 574,"333,37",146,35,35
12345_GEO (0001BB),2018-01-06,2018-06-30,2 830,"365,27",175,35,35
12345_GEO (0001BB),2018-01-07,2018-07-31,3 028,"390,39",205,35,35
12345_GEO (0001BB),2018-01-08,2018-08-31,3 053,"393,99",235,35,35
12345_GEO (0001BB),2018-01-09,2018-09-30,2 915,"378,35",264,35,35
12345_GEO (0001BB),2018-01-10,2018-10-31,2 986,"387,05",294,35,35
12345_GEO (0001BB),2018-01-11,2018-11-30,2 871,"372,47",323,35,35
12345_GEO (0001BB),2018-01-12,2018-12-31,3 086,"399,30",353,35,35
12345_GEO (0001BB),2019-01-01,2019-01-31,3 094,"381,40",30,35,35
12345_GEO (0001BB),2019-01-02,2019-02-28,2 767,"345,87",57,35,35
12345_GEO (0001BB),2019-01-03,2019-03-31,3 059,"378,18",87,35,35
12345_GEO (0001BB),2019-01-04,2019-04-30,2 761,"340,84",116,35,35
12345_GEO (0001BB),2019-01-05,2019-05-31,2 844,"349,26",146,35,35
12345_GEO (0001BB),2019-01-06,2019-06-30,3 009,"369,19",175,35,35
12345_GEO (0001BB),2019-01-07,2019-07-31,3 016,"371,20",205,35,35
12345_GEO (0001BB),2019-01-08,2019-08-31,3 089,"380,42",235,35,35
12345_GEO (0001BB),2019-01-09,2019-09-30,2 914,"361,36",264,35,35
12345_GEO (0001BB),2019-01-10,2019-10-31,2 963,"366,70",294,35,35
12345_GEO (0001BB),2019-01-11,2019-11-30,2 797,"345,89",323,35,35
12345_GEO (0001BB),2019-01-12,2019-12-31,2 859,"353,08",353,35,35
12345_GEO (0001BB),2020-01-01,2020-01-31,2 863,"414,93",30,35,35
12345_GEO (0001BB),2020-01-02,2020-02-29,2 663,"387,22",58,35,35
12345_GEO (0001BB),2020-01-03,2020-03-31,2 759,"403,25",88,35,35
12345_GEO (0001BB),2020-01-04,2020-04-30,2 680,"390,79",117,35,35
12345_GEO (0001BB),2020-01-05,2020-05-31,2 797,"407,48",147,35,35
12345_GEO (0001BB),2020-01-06,2020-06-30,2 796,"407,77",176,35,35
12345_GEO (0001BB),2020-01-07,2020-07-31,2 952,"429,09",206,35,35
12345_GEO (0001BB),2020-01-08,2020-08-31,3 014,"435,98",236,35,35
12345_GEO (0001BB),2020-01-09,2020-09-30,2 857,"411,97",265,35,35
12345_GEO (0001BB),2020-01-10,2020-10-31,2 905,"413,41",295,35,35
12345_GEO (0001BB),2020-01-11,2020-11-30,2 755,"383,02",324,35,35
12346_GEO (0001BR),2018-01-01,2018-01-31,2 438,"266,43",30,35,35
12346_GEO (0001BR),2018-01-02,2018-02-28,2 211,"242,33",57,35,35
12346_GEO (0001BR),2018-01-03,2018-03-31,2 453,"267,95",87,35,35
12346_GEO (0001BR),2018-01-04,2018-04-30,2 414,"263,78",116,35,35
12346_GEO (0001BR),2018-01-05,2018-05-31,2 517,"274,62",146,35,35
12346_GEO (0001BR),2018-01-06,2018-06-30,2 461,"268,63",175,35,35
12346_GEO (0001BR),2018-01-07,2018-07-31,2 560,"279,26",205,35,35
12346_GEO (0001BR),2018-01-08,2018-08-31,2 597,"283,07",235,35,35
12346_GEO (0001BR),2018-01-09,2018-09-30,2 436,"267,99",264,35,35
12346_GEO (0001BR),2018-01-10,2018-10-31,2 497,"274,50",294,35,35
12346_GEO (0001BR),2018-01-11,2018-11-30,2 397,"263,82",323,35,35
12346_GEO (0001BR),2018-01-12,2018-12-31,2 452,"269,69",353,35,35
12346_GEO (0001BR),2019-01-01,2019-01-31,2 460,"264,03",30,35,35
12346_GEO (0001BR),2019-01-02,2019-02-28,2 229,"239,96",57,35,35
12346_GEO (0001BR),2019-01-03,2019-03-31,2 475,"265,56",87,35,35
12346_GEO (0001BR),2019-01-04,2019-04-30,2 410,"258,76",116,35,35
12346_GEO (0001BR),2019-01-05,2019-05-31,2 508,"268,92",146,35,35
12346_GEO (0001BR),2019-01-06,2019-06-30,2 529,"270,94",175,35,35
12346_GEO (0001BR),2019-01-07,2019-07-31,2 593,"277,63",205,35,35
12346_GEO (0001BR),2019-01-08,2019-08-31,2 603,"278,60",235,35,35
12346_GEO (0001BR),2019-01-09,2019-09-30,2 595,"277,20",264,35,35
12346_GEO (0001BR),2019-01-10,2019-10-31,2 708,"288,79",294,35,35
12346_GEO (0001BR),2019-01-11,2019-11-30,2 595,"277,07",323,35,35
12346_GEO (0001BR),2019-01-12,2019-12-31,2 648,"282,57",353,35,35
12346_GEO (0001BR),2020-01-01,2020-01-31,2 600,"330,81",30,35,35
12346_GEO (0001BR),2020-01-02,2020-02-29,2 445,"311,57",58,35,35
12346_GEO (0001BR),2020-01-03,2020-03-31,2 609,"330,32",88,35,35
12346_GEO (0001BR),2020-01-04,2020-04-30,2 629,"332,70",117,35,35
12346_GEO (0001BR),2020-01-05,2020-05-31,2 735,"345,77",147,35,35
12346_GEO (0001BR),2020-01-06,2020-06-30,2 687,"339,78",176,35,35
12346_GEO (0001BR),2020-01-07,2020-07-31,2 854,"360,33",206,35,35
12346_GEO (0001BR),2020-01-08,2020-08-31,2 886,"364,21",236,35,35
12346_GEO (0001BR),2020-01-09,2020-09-30,2 761,"348,79",265,35,35
12346_GEO (0001BR),2020-01-10,2020-10-31,2 802,"353,90",295,35,35
12346_GEO (0001BR),2020-01-11,2020-11-30,2 677,"338,44",324,35,35
12347_GEO (0001KO),2018-01-01,2018-01-31,2 179,"268,53",30,35,35
12347_GEO (0001KO),2018-01-02,2018-02-28,1 971,"243,47",57,35,35
12347_GEO (0001KO),2018-01-03,2018-03-31,2 191,"269,98",87,35,35
12347_GEO (0001KO),2018-01-04,2018-04-30,2 370,"291,55",116,35,35
12347_GEO (0001KO),2018-01-05,2018-05-31,2 647,"324,92",146,35,35
12347_GEO (0001KO),2018-01-06,2018-06-30,2 634,"323,35",175,35,35
12347_GEO (0001KO),2018-01-07,2018-07-31,2 799,"343,43",205,35,35
12347_GEO (0001KO),2018-01-08,2018-08-31,2 908,"356,57",235,35,35
12347_GEO (0001KO),2018-01-09,2018-09-30,2 483,"307,29",264,35,35
12347_GEO (0001KO),2018-01-10,2018-10-31,2 297,"284,72",294,35,35
12347_GEO (0001KO),2018-01-11,2018-11-30,2 130,"264,46",323,35,35
12347_GEO (0001KO),2018-01-12,2018-12-31,2 489,"308,02",353,35,35
12347_GEO (0001KO),2019-01-01,2019-01-31,2 679,"364,03",30,35,35
12347_GEO (0001KO),2019-01-02,2019-02-28,2 429,"330,63",57,35,35
12347_GEO (0001KO),2019-01-03,2019-03-31,2 648,"359,89",87,35,35
12347_GEO (0001KO),2019-01-04,2019-04-30,2 478,"337,18",116,35,35
12347_GEO (0001KO),2019-01-05,2019-05-31,2 535,"344,79",146,35,35
12347_GEO (0001KO),2019-01-06,2019-06-30,2 884,"391,43",175,35,35
12347_GEO (0001KO),2019-01-07,2019-07-31,2 872,"389,82",205,35,35
12347_GEO (0001KO),2019-01-08,2019-08-31,2 978,"403,99",235,35,35
12347_GEO (0001KO),2019-01-09,2019-09-30,2 529,"343,99",264,35,35
12347_GEO (0001KO),2019-01-10,2019-10-31,2 487,"338,38",294,35,35
12347_GEO (0001KO),2019-01-11,2019-11-30,2 384,"324,62",323,35,35
12347_GEO (0001KO),2019-01-12,2019-12-31,2 463,"335,17",353,35,35
12347_GEO (0001KO),2020-01-01,2020-01-31,2 454,"331,90",30,35,35
12347_GEO (0001KO),2020-01-02,2020-02-29,2 377,"321,70",58,35,35
12347_GEO (0001KO),2020-01-03,2020-03-31,2 596,"350,71",88,35,35
12347_GEO (0001KO),2020-01-04,2020-04-30,2 675,"365,40",117,35,35
12347_GEO (0001KO),2020-01-05,2020-05-31,2 781,"375,22",147,35,35
12347_GEO (0001KO),2020-01-06,2020-06-30,2 989,"402,77",176,35,35
12347_GEO (0001KO),2020-01-07,2020-07-31,3 322,"446,89",206,35,35
12347_GEO (0001KO),2020-01-08,2020-08-31,3 109,"418,67",236,35,35
12347_GEO (0001KO),2020-01-09,2020-09-30,2 911,"392,44",265,35,35
12347_GEO (0001KO),2020-01-10,2020-10-31,2 747,"370,72",295,35,35
12347_GEO (0001KO),2020-01-11,2020-11-30,2 625,"354,55",324,35,35
12348_GEO (0002BB),2018-01-01,2018-01-31,2 376,"310,46",30,35,35
12348_GEO (0002BB),2018-01-02,2018-02-28,2 160,"283,07",57,35,35
12348_GEO (0002BB),2018-01-03,2018-03-31,2 390,"313,01",87,35,35
12348_GEO (0002BB),2018-01-04,2018-04-30,2 378,"311,80",116,35,35
12348_GEO (0002BB),2018-01-05,2018-05-31,2 529,"330,93",146,35,35
12348_GEO (0002BB),2018-01-06,2018-06-30,2 790,"363,65",175,35,35
12348_GEO (0002BB),2018-01-07,2018-07-31,2 988,"388,77",205,35,35
12348_GEO (0002BB),2018-01-08,2018-08-31,3 019,"393,19",235,35,35
12348_GEO (0002BB),2018-01-09,2018-09-30,2 873,"376,62",264,35,35
12348_GEO (0002BB),2018-01-10,2018-10-31,2 940,"384,79",294,35,35
12348_GEO (0002BB),2018-01-11,2018-11-30,2 821,"369,46",323,35,35
12348_GEO (0002BB),2018-01-12,2018-12-31,3 029,"395,45",353,35,35
12348_GEO (0002BB),2019-01-01,2019-01-31,3 033,"378,02",30,35,35
12348_GEO (0002BB),2019-01-02,2019-02-28,2 684,"339,51",57,35,35
12348_GEO (0002BB),2019-01-03,2019-03-31,3 008,"376,16",87,35,35
12348_GEO (0002BB),2019-01-04,2019-04-30,2 663,"332,01",116,35,35
12348_GEO (0002BB),2019-01-05,2019-05-31,2 741,"339,86",146,35,35
12348_GEO (0002BB),2019-01-06,2019-06-30,2 952,"364,23",175,35,35
12348_GEO (0002BB),2019-01-07,2019-07-31,2 914,"363,68",205,35,35
12348_GEO (0002BB),2019-01-08,2019-08-31,2 965,"368,84",235,35,35
12348_GEO (0002BB),2019-01-09,2019-09-30,2 819,"352,21",264,35,35
12348_GEO (0002BB),2019-01-10,2019-10-31,2 927,"364,86",294,35,35
12348_GEO (0002BB),2019-01-11,2019-11-30,2 773,"346,35",323,35,35
12348_GEO (0002BB),2019-01-12,2019-12-31,2 822,"351,90",353,35,35
12348_GEO (0002BB),2020-01-01,2020-01-31,2 830,"406,02",30,35,35
12348_GEO (0002BB),2020-01-02,2020-02-29,2 625,"378,86",58,35,35
12348_GEO (0002BB),2020-01-03,2020-03-31,2 734,"396,33",88,35,35
12348_GEO (0002BB),2020-01-04,2020-04-30,2 644,"382,45",117,35,35
12348_GEO (0002BB),2020-01-05,2020-05-31,2 753,"397,69",147,35,35
12348_GEO (0002BB),2020-01-06,2020-06-30,2 763,"399,57",176,35,35
12348_GEO (0002BB),2020-01-07,2020-07-31,2 904,"418,43",206,35,35
12348_GEO (0002BB),2020-01-08,2020-08-31,2 962,"425,38",236,35,35
12348_GEO (0002BB),2020-01-09,2020-09-30,2 828,"406,82",265,35,35
12348_GEO (0002BB),2020-01-10,2020-10-31,2 875,"412,79",295,35,35
12348_GEO (0002BB),2020-01-11,2020-11-30,2 739,"381,14",324,35,35
12349_GEO (0002BR),2018-01-01,2018-01-31,2 187,"239,96",30,35,35
12349_GEO (0002BR),2018-01-02,2018-02-28,1 985,"218,51",57,35,35
12349_GEO (0002BR),2018-01-03,2018-03-31,2 209,"242,16",87,35,35
12349_GEO (0002BR),2018-01-04,2018-04-30,2 151,"235,47",116,35,35
12349_GEO (0002BR),2018-01-05,2018-05-31,2 251,"245,79",146,35,35
12349_GEO (0002BR),2018-01-06,2018-06-30,2 207,"241,00",175,35,35
12349_GEO (0002BR),2018-01-07,2018-07-31,2 290,"249,83",205,35,35
12349_GEO (0002BR),2018-01-08,2018-08-31,2 316,"252,45",235,35,35
12349_GEO (0002BR),2018-01-09,2018-09-30,2 172,"239,10",264,35,35
12349_GEO (0002BR),2018-01-10,2018-10-31,2 216,"244,03",294,35,35
12349_GEO (0002BR),2018-01-11,2018-11-30,2 313,"254,38",323,35,35
12349_GEO (0002BR),2018-01-12,2018-12-31,2 659,"290,96",353,35,35
12349_GEO (0002BR),2019-01-01,2019-01-31,2 662,"284,26",30,35,35
12349_GEO (0002BR),2019-01-02,2019-02-28,2 409,"257,94",57,35,35
12349_GEO (0002BR),2019-01-03,2019-03-31,2 707,"288,61",87,35,35
12349_GEO (0002BR),2019-01-04,2019-04-30,2 624,"279,83",116,35,35
12349_GEO (0002BR),2019-01-05,2019-05-31,2 715,"289,18",146,35,35
12349_GEO (0002BR),2019-01-06,2019-06-30,2 741,"291,44",175,35,35
12349_GEO (0002BR),2019-01-07,2019-07-31,2 812,"298,72",205,35,35
12349_GEO (0002BR),2019-01-08,2019-08-31,2 537,"269,82",235,35,35
12349_GEO (0002BR),2019-01-09,2019-09-30,2 414,"257,19",264,35,35
12349_GEO (0002BR),2019-01-10,2019-10-31,2 489,"265,07",294,35,35
12349_GEO (0002BR),2019-01-11,2019-11-30,2 410,"257,13",323,35,35
12349_GEO (0002BR),2019-01-12,2019-12-31,2 493,"265,86",353,35,35
12349_GEO (0002BR),2020-01-01,2020-01-31,2 513,"319,43",30,35,35
12349_GEO (0002BR),2020-01-02,2020-02-29,2 400,"305,19",58,35,35
12349_GEO (0002BR),2020-01-03,2020-03-31,2 646,"333,77",88,35,35
12349_GEO (0002BR),2020-01-04,2020-04-30,2 674,"337,00",117,35,35
12349_GEO (0002BR),2020-01-05,2020-05-31,2 651,"334,85",147,35,35
12349_GEO (0002BR),2020-01-06,2020-06-30,2 586,"326,84",176,35,35
12349_GEO (0002BR),2020-01-07,2020-07-31,2 751,"347,07",206,35,35
12349_GEO (0002BR),2020-01-08,2020-08-31,2 780,"350,62",236,35,35
12349_GEO (0002BR),2020-01-09,2020-09-30,2 660,"335,86",265,35,35
12349_GEO (0002BR),2020-01-10,2020-10-31,2 745,"346,36",295,35,35
12349_GEO (0002BR),2020-01-11,2020-11-30,2 628,"331,97",324,35,35
12350_GEO (0002KO),2018-01-01,2018-01-31,2 312,"286,36",30,35,35
12350_GEO (0002KO),2018-01-02,2018-02-28,2 086,"259,13",57,35,35
12350_GEO (0002KO),2018-01-03,2018-03-31,2 308,"285,88",87,35,35
12350_GEO (0002KO),2018-01-04,2018-04-30,2 245,"278,29",116,35,35
12350_GEO (0002KO),2018-01-05,2018-05-31,2 339,"289,61",146,35,35
12350_GEO (0002KO),2018-01-06,2018-06-30,2 278,"282,26",175,35,35
12350_GEO (0002KO),2018-01-07,2018-07-31,2 348,"290,86",205,35,35
12350_GEO (0002KO),2018-01-08,2018-08-31,2 368,"293,27",235,35,35
12350_GEO (0002KO),2018-01-09,2018-09-30,2 248,"280,57",264,35,35
12350_GEO (0002KO),2018-01-10,2018-10-31,2 300,"286,88",294,35,35
12350_GEO (0002KO),2018-01-11,2018-11-30,2 595,"322,68",323,35,35
12350_GEO (0002KO),2018-01-12,2018-12-31,2 765,"343,31",353,35,35
12350_GEO (0002KO),2019-01-01,2019-01-31,2 766,"377,48",30,35,35
12350_GEO (0002KO),2019-01-02,2019-02-28,2 500,"341,94",57,35,35
12350_GEO (0002KO),2019-01-03,2019-03-31,2 652,"362,25",87,35,35
12350_GEO (0002KO),2019-01-04,2019-04-30,2 483,"339,67",116,35,35
12350_GEO (0002KO),2019-01-05,2019-05-31,2 548,"348,35",146,35,35
12350_GEO (0002KO),2019-01-06,2019-06-30,2 514,"343,81",175,35,35
12350_GEO (0002KO),2019-01-07,2019-07-31,2 557,"349,55",205,35,35
12350_GEO (0002KO),2019-01-08,2019-08-31,2 575,"351,96",235,35,35
12350_GEO (0002KO),2019-01-09,2019-09-30,2 473,"338,33",264,35,35
12350_GEO (0002KO),2019-01-10,2019-10-31,2 550,"348,62",294,35,35
12350_GEO (0002KO),2019-01-11,2019-11-30,2 462,"336,86",323,35,35
12350_GEO (0002KO),2019-01-12,2019-12-31,2 520,"344,61",353,35,35
12350_GEO (0002KO),2020-01-01,2020-01-31,2 524,"343,21",30,35,35
12350_GEO (0002KO),2020-01-02,2020-02-29,2 437,"331,69",58,35,35
12350_GEO (0002KO),2020-01-03,2020-03-31,2 623,"356,33",88,35,35
12350_GEO (0002KO),2020-01-04,2020-04-30,2 632,"357,52",117,35,35
12350_GEO (0002KO),2020-01-05,2020-05-31,2 715,"368,52",147,35,35
12350_GEO (0002KO),2020-01-06,2020-06-30,2 655,"360,57",176,35,35
12350_GEO (0002KO),2020-01-07,2020-07-31,2 794,"378,98",206,35,35
12350_GEO (0002KO),2020-01-08,2020-08-31,2 845,"385,74",236,35,35
12350_GEO (0002KO),2020-01-09,2020-09-30,2 726,"369,97",265,35,35
12350_GEO (0002KO),2020-01-10,2020-10-31,2 797,"379,38",295,35,35
12350_GEO (0002KO),2020-01-11,2020-11-30,2 678,"363,62",324,35,35
12351_GEO (0003BB),2018-01-01,2018-01-31,2 100,"271,90",30,35,35
12351_GEO (0003BB),2018-01-02,2018-02-28,1 897,"246,46",57,35,35
12351_GEO (0003BB),2018-01-03,2018-03-31,2 103,"272,70",87,35,35
12351_GEO (0003BB),2018-01-04,2018-04-30,2 062,"267,67",116,35,35
12351_GEO (0003BB),2018-01-05,2018-05-31,2 144,"278,24",146,35,35
12351_GEO (0003BB),2018-01-06,2018-06-30,2 409,"311,78",175,35,35
12351_GEO (0003BB),2018-01-07,2018-07-31,2 675,"345,06",205,35,35
12351_GEO (0003BB),2018-01-08,2018-08-31,2 701,"348,81",235,35,35
12351_GEO (0003BB),2018-01-09,2018-09-30,2 147,"280,38",264,35,35
12351_GEO (0003BB),2018-01-10,2018-10-31,3 052,"394,40",294,35,35
12351_GEO (0003BB),2018-01-11,2018-11-30,2 527,"327,92",323,35,35
12351_GEO (0003BB),2018-01-12,2018-12-31,2 742,"354,90",353,35,35
12351_GEO (0003BB),2019-01-01,2019-01-31,2 729,"337,04",30,35,35
12351_GEO (0003BB),2019-01-02,2019-02-28,2 353,"291,99",57,35,35
12351_GEO (0003BB),2019-01-03,2019-03-31,2 587,"319,91",87,35,35
12351_GEO (0003BB),2019-01-04,2019-04-30,2 392,"296,52",116,35,35
12351_GEO (0003BB),2019-01-05,2019-05-31,2 476,"306,30",146,35,35
12351_GEO (0003BB),2019-01-06,2019-06-30,2 673,"331,24",175,35,35
12351_GEO (0003BB),2019-01-07,2019-07-31,2 849,"352,67",205,35,35
12351_GEO (0003BB),2019-01-08,2019-08-31,2 868,"354,63",235,35,35
12351_GEO (0003BB),2019-01-09,2019-09-30,2 739,"338,53",264,35,35
12351_GEO (0003BB),2019-01-10,2019-10-31,2 832,"349,45",294,35,35
12351_GEO (0003BB),2019-01-11,2019-11-30,2 700,"333,53",323,35,35
12351_GEO (0003BB),2019-01-12,2019-12-31,2 764,"341,07",353,35,35
12351_GEO (0003BB),2020-01-01,2020-01-31,2 765,"392,85",30,35,35
12351_GEO (0003BB),2020-01-02,2020-02-29,2 544,"364,42",58,35,35
12351_GEO (0003BB),2020-01-03,2020-03-31,2 671,"383,97",88,35,35
12351_GEO (0003BB),2020-01-04,2020-04-30,2 608,"373,97",117,35,35
12351_GEO (0003BB),2020-01-05,2020-05-31,2 691,"385,30",147,35,35
12351_GEO (0003BB),2020-01-06,2020-06-30,2 663,"381,63",176,35,35
12351_GEO (0003BB),2020-01-07,2020-07-31,2 789,"398,15",206,35,35
12351_GEO (0003BB),2020-01-08,2020-08-31,2 839,"404,26",236,35,35
12351_GEO (0003BB),2020-01-09,2020-09-30,2 709,"386,06",265,35,35
12351_GEO (0003BB),2020-01-10,2020-10-31,2 765,"393,20",295,35,35
12351_GEO (0003BB),2020-01-11,2020-11-30,2 642,"366,39",324,35,35
12352_GEO (0003BR),2018-01-01,2018-01-31,2 437,"266,44",30,35,35
12352_GEO (0003BR),2018-01-02,2018-02-28,2 206,"241,91",57,35,35
12352_GEO (0003BR),2018-01-03,2018-03-31,2 446,"267,32",87,35,35
12352_GEO (0003BR),2018-01-04,2018-04-30,2 423,"264,79",116,35,35
12352_GEO (0003BR),2018-01-05,2018-05-31,2 532,"276,25",146,35,35
12352_GEO (0003BR),2018-01-06,2018-06-30,2 478,"270,43",175,35,35
12352_GEO (0003BR),2018-01-07,2018-07-31,2 556,"278,84",205,35,35
12352_GEO (0003BR),2018-01-08,2018-08-31,2 598,"283,15",235,35,35
12352_GEO (0003BR),2018-01-09,2018-09-30,2 453,"269,79",264,35,35
12352_GEO (0003BR),2018-01-10,2018-10-31,2 506,"275,51",294,35,35
12352_GEO (0003BR),2018-01-11,2018-11-30,2 409,"265,07",323,35,35
12352_GEO (0003BR),2018-01-12,2018-12-31,2 455,"270,01",353,35,35
12352_GEO (0003BR),2019-01-01,2019-01-31,2 467,"264,75",30,35,35
12352_GEO (0003BR),2019-01-02,2019-02-28,2 237,"240,77",57,35,35
12352_GEO (0003BR),2019-01-03,2019-03-31,2 494,"267,47",87,35,35
12352_GEO (0003BR),2019-01-04,2019-04-30,2 426,"260,39",116,35,35
12352_GEO (0003BR),2019-01-05,2019-05-31,2 526,"270,73",146,35,35
12352_GEO (0003BR),2019-01-06,2019-06-30,2 566,"274,67",175,35,35
12352_GEO (0003BR),2019-01-07,2019-07-31,2 618,"280,06",205,35,35
12352_GEO (0003BR),2019-01-08,2019-08-31,2 615,"279,72",235,35,35
12352_GEO (0003BR),2019-01-09,2019-09-30,2 484,"266,17",264,35,35
12352_GEO (0003BR),2019-01-10,2019-10-31,2 736,"291,59",294,35,35
12352_GEO (0003BR),2019-01-11,2019-11-30,2 617,"279,31",323,35,35
12352_GEO (0003BR),2019-01-12,2019-12-31,2 660,"283,77",353,35,35
12352_GEO (0003BR),2020-01-01,2020-01-31,2 662,"338,47",30,35,35
12352_GEO (0003BR),2020-01-02,2020-02-29,2 524,"321,27",58,35,35
12352_GEO (0003BR),2020-01-03,2020-03-31,2 694,"340,71",88,35,35
12352_GEO (0003BR),2020-01-04,2020-04-30,2 704,"341,86",117,35,35
12352_GEO (0003BR),2020-01-05,2020-05-31,2 801,"353,83",147,35,35
12352_GEO (0003BR),2020-01-06,2020-06-30,2 743,"346,60",176,35,35
12352_GEO (0003BR),2020-01-07,2020-07-31,2 920,"368,35",206,35,35
12352_GEO (0003BR),2020-01-08,2020-08-31,2 872,"362,49",236,35,35
12352_GEO (0003BR),2020-01-09,2020-09-30,2 818,"355,93",265,35,35
12352_GEO (0003BR),2020-01-10,2020-10-31,2 862,"361,39",295,35,35
12352_GEO (0003BR),2020-01-11,2020-11-30,2 739,"346,21",324,35,35
12353_GEO (0003KO),2018-01-01,2018-03-31,6 293,"985,04",89,11,11
12353_GEO (0003KO),2018-01-04,2018-06-30,7 082,"1 118,25",177,11,11
12353_GEO (0003KO),2018-01-07,2018-09-30,6 740,"1 066,96",266,11,11
12353_GEO (0003KO),2018-01-10,2018-12-31,8 423,"1 331,26",355,11,11
12353_GEO (0003KO),2019-01-01,2019-03-31,7 883,"1 373,30",89,11,11
12353_GEO (0003KO),2019-01-04,2019-06-30,7 024,"1 229,28",177,11,11
12353_GEO (0003KO),2019-01-07,2019-09-30,7 143,"1 251,45",266,11,11
12353_GEO (0003KO),2019-01-10,2019-12-31,7 707,"1 345,33",355,11,11
12353_GEO (0003KO),2020-01-01,2020-03-31,6 561,"1 058,29",90,11,11
12353_GEO (0003KO),2020-01-04,2020-06-30,7 511,"1 220,24",178,11,11
12353_GEO (0003KO),2020-01-07,2020-09-30,7 823,"1 270,14",267,11,11
12354_GEO (0004BB),2018-01-01,2018-01-31,14 414,"1 369,33",30,36,36
12354_GEO (0004BB),2018-01-02,2018-02-28,12 328,"1 171,16",57,36,36
12354_GEO (0004BB),2018-01-03,2018-03-31,12 849,"1 220,66",87,36,36
12354_GEO (0004BB),2018-01-04,2018-04-30,14 535,"1 380,83",116,36,36
12354_GEO (0004BB),2018-01-05,2018-05-31,14 547,"1 381,97",146,36,36
12354_GEO (0004BB),2018-01-06,2018-06-30,14 379,"1 366,01",175,36,36
12354_GEO (0004BB),2018-01-07,2018-07-31,15 907,"1 511,17",205,36,36
12354_GEO (0004BB),2018-01-08,2018-08-31,15 701,"1 491,60",235,36,36
12354_GEO (0004BB),2018-01-09,2018-09-30,15 544,"1 476,68",264,36,36
12354_GEO (0004BB),2018-01-10,2018-10-31,14 691,"1 395,65",294,36,36
12354_GEO (0004BB),2018-01-11,2018-11-30,14 728,"1 399,16",323,36,36
12354_GEO (0004BB),2018-01-12,2018-12-31,15 174,"1 441,53",353,36,36
12354_GEO (0004BB),2019-01-01,2019-01-31,9 410,"1 246,83",30,36,36
12354_GEO (0004BB),2019-01-01,2019-01-31,15 297,"2 026,85",30,36,36
12354_GEO (0004BB),2019-01-02,2019-02-28,13 756,"1 822,67",57,36,36
12354_GEO (0004BB),2019-01-03,2019-03-31,15 810,"2 094,83",87,36,36
12354_GEO (0004BB),2019-01-04,2019-04-30,14 090,"1 866,93",116,36,36
12354_GEO (0004BB),2019-01-05,2019-05-31,14 081,"1 865,73",146,36,36
12354_GEO (0004BB),2019-01-06,2019-06-30,17 034,"2 257,01",175,36,36
12354_GEO (0004BB),2019-01-07,2019-07-31,14 906,"1 975,05",205,36,36
12354_GEO (0004BB),2019-01-08,2019-08-31,14 638,"1 939,54",235,36,36
12354_GEO (0004BB),2019-01-09,2019-09-30,11 200,"1 484,00",264,36,36
12354_GEO (0004BB),2019-01-10,2019-10-31,12 068,"1 599,01",294,36,36
12354_GEO (0004BB),2019-01-11,2019-11-30,11 184,"1 481,88",323,36,36
12354_GEO (0004BB),2019-01-12,2019-12-31,9 904,"1 312,28",353,36,36
12354_GEO (0004BB),2020-01-01,2020-01-31,9 410,"1 246,83",30,36,36
12354_GEO (0004BB),2020-01-02,2020-02-29,9 465,"1 254,11",58,36,36
12354_GEO (0004BB),2020-01-03,2020-03-31,8 849,"1 172,49",88,36,36
12354_GEO (0004BB),2020-01-04,2020-04-30,9 214,"1 220,86",117,36,36
12354_GEO (0004BB),2020-01-05,2020-05-31,9 883,"1 309,50",147,36,36
12354_GEO (0004BB),2020-01-06,2020-06-30,9 050,"1 199,13",176,36,36
12354_GEO (0004BB),2020-01-07,2020-07-31,9 809,"1 299,69",206,36,36
12354_GEO (0004BB),2020-01-08,2020-08-31,9 962,"1 319,97",236,36,36
12354_GEO (0004BB),2020-01-09,2020-09-30,9 092,"1 204,69",265,36,36
12354_GEO (0004BB),2020-01-10,2020-10-31,8 640,"1 144,80",295,36,36
12354_GEO (0004BB),2020-01-11,2020-11-30,8 720,"1 155,40",324,36,36
12355_GEO (0004BR),2018-01-01,2018-01-31,2 276,"244,43",30,35,35
12355_GEO (0004BR),2018-01-02,2018-02-28,2 057,"221,74",57,35,35
12355_GEO (0004BR),2018-01-03,2018-03-31,2 284,"245,26",87,35,35
12355_GEO (0004BR),2018-01-04,2018-04-30,2 253,"242,04",116,35,35
12355_GEO (0004BR),2018-01-05,2018-05-31,2 345,"251,58",146,35,35
12355_GEO (0004BR),2018-01-06,2018-06-30,2 297,"252,33",175,35,35
12355_GEO (0004BR),2018-01-07,2018-07-31,2 389,"262,18",205,35,35
12355_GEO (0004BR),2018-01-08,2018-08-31,2 414,"264,73",235,35,35
12355_GEO (0004BR),2018-01-09,2018-09-30,2 292,"253,64",264,35,35
12355_GEO (0004BR),2018-01-10,2018-10-31,2 355,"260,41",294,35,35
